"","Row.names","X2018_MARCH_12_CORAL_JAA_01_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_03_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_04_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_05_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_06_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_07_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_08_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_09_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_10_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_11_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_12_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_13_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_14_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_15_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_16_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_17_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_19_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_20_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_21_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_22_NUMSPECSTOT","PROTLEN"
"408","lcl|c218903_g1_i1|m.6054",1,1,0,0,0,0,1,4,2,0,0,1,0,0,0,2,2,1,0,0,394
"409","lcl|c218968_g13_i5|m.6107",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,382
"410","lcl|c218972_g2_i1|m.6108",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,238
"411","lcl|c219090_g4_i2|m.6185",0,1,1,1,0,1,0,1,1,2,2,2,1,1,0,1,0,1,0,2,192
"412","lcl|c219160_g4_i1|m.6235",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,367
"413","lcl|c219163_g1_i3|m.6242",0,2,1,0,2,1,3,1,1,1,2,0,1,2,2,2,0,1,0,0,210
"414","lcl|c219184_g1_i2|m.6256",6,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,101
"415","lcl|c219184_g2_i2|m.6257",0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,146
"416","lcl|c219187_g1_i1|m.6258",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,377
"417","lcl|c219220_g4_i4|m.6283",0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,2,0,1,1,1,542
"418","lcl|c219237_g2_i4|m.6297",0,1,0,1,0,0,0,2,1,1,0,1,0,1,1,3,1,0,0,0,449
"419","lcl|c219274_g1_i6|m.6313",0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,198
"420","lcl|c219327_g1_i2|m.6330",2,2,2,2,1,3,2,2,2,2,2,3,2,1,2,2,2,3,2,2,217
"421","lcl|c219433_g1_i1|m.6376",0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,397
"422","lcl|c219457_g2_i7|m.6385",1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,322
"423","lcl|c219462_g5_i7|m.6389",1,4,0,1,1,0,4,2,0,2,1,0,3,2,2,2,2,1,1,0,243
"424","lcl|c219473_g3_i1|m.6396",1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,959
"425","lcl|c219485_g5_i3|m.6399",1,0,0,0,1,1,2,2,1,0,2,1,1,0,1,1,1,2,0,0,204
"426","lcl|c219495_g3_i10|m.6406",1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,3,0,1,371
"427","lcl|c219506_g5_i1|m.6423",10,13,15,11,12,8,11,12,9,9,12,7,5,9,11,12,8,12,5,8,245
"428","lcl|c219546_g2_i1|m.6439",18,26,22,12,21,13,28,28,23,19,21,18,15,21,18,26,18,19,9,18,265
"429","lcl|c219556_g4_i5|m.6447",5,3,3,2,1,1,4,2,2,2,3,0,1,1,1,4,2,2,0,0,320
"430","lcl|c219563_g5_i1|m.6455",3,1,2,3,2,2,2,3,4,2,2,2,2,3,1,2,3,2,1,2,161
"431","lcl|c219564_g8_i2|m.6456",0,3,1,0,4,2,5,3,1,0,2,0,1,6,1,2,1,1,0,0,156
"432","lcl|c219583_g2_i1|m.6468",4,1,4,5,2,2,2,3,3,7,2,2,5,1,2,1,4,2,2,1,249
"433","lcl|c219601_g1_i1|m.6471",21,26,18,19,20,23,24,28,24,21,18,19,16,30,27,22,24,27,20,29,429
"434","lcl|c219632_g2_i1|m.6493",0,1,1,0,0,1,1,2,2,0,0,1,1,0,1,0,1,0,0,0,441
"435","lcl|c219636_g2_i1|m.6494",1,1,0,2,3,1,2,2,2,2,1,1,3,2,1,1,2,2,1,1,168
"436","lcl|c219636_g2_i3|m.6495",6,7,2,2,6,5,3,3,3,2,4,1,2,6,3,1,4,2,2,2,144
"437","lcl|c219662_g1_i2|m.6507",26,34,32,28,22,32,29,38,29,38,25,26,29,26,25,37,30,28,18,26,250
"438","lcl|c219703_g2_i4|m.6532",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,149
"439","lcl|c219710_g2_i1|m.6538",1,4,8,4,5,9,13,10,16,7,12,7,11,7,4,8,12,9,5,5,329
"440","lcl|c219733_g1_i1|m.6543",0,0,2,0,1,0,0,2,1,1,0,0,1,6,2,0,0,0,0,0,217
"441","lcl|c219733_g1_i5|m.6547",0,1,2,0,1,0,0,3,1,1,0,1,1,12,1,0,0,0,0,0,208
"442","lcl|c219759_g3_i3|m.6556",2,5,0,0,2,1,3,4,5,1,3,0,1,1,3,2,4,1,1,2,148
"443","lcl|c219761_g2_i13|m.6559",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,371
"444","lcl|c219763_g5_i3|m.6564",0,0,1,2,0,1,0,1,1,2,0,0,1,0,0,1,0,0,2,0,216
"445","lcl|c219817_g1_i3|m.6593",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509
"446","lcl|c219828_g4_i5|m.6597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249
"447","lcl|c219829_g2_i1|m.6600",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268
"448","lcl|c219842_g1_i1|m.6611",0,4,2,1,0,2,2,5,6,2,1,2,2,0,3,4,6,1,1,1,344
"449","lcl|c219870_g5_i1|m.6620",6,4,1,4,1,4,2,6,2,1,2,3,2,5,3,4,6,2,4,4,116
"450","lcl|c219883_g1_i2|m.6624",30,56,40,35,35,41,66,70,47,40,50,42,37,55,54,53,57,42,35,55,445
"451","lcl|c219885_g1_i1|m.6625",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,348
"452","lcl|c219901_g4_i1|m.6631",1,1,0,0,1,1,0,0,0,1,1,0,1,2,0,0,1,0,0,0,347
"453","lcl|c219950_g4_i1|m.6653",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,411
"454","lcl|c219953_g4_i2|m.6660",3,2,3,4,2,3,2,3,3,2,2,2,3,3,1,3,3,2,1,2,228
"455","lcl|c220008_g2_i5|m.6705",1,1,0,0,2,1,1,0,1,2,2,1,0,0,1,0,0,2,1,2,174
"456","lcl|c220011_g4_i9|m.6707",0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,263
"457","lcl|c220050_g2_i1|m.6739",0,0,1,1,0,0,1,0,0,0,2,2,0,0,1,0,1,0,0,0,258
"458","lcl|c220102_g3_i2|m.6750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
"459","lcl|c220103_g1_i1|m.6751",2,1,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,446
"460","lcl|c220106_g1_i3|m.6753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,226
"461","lcl|c220191_g1_i1|m.6799",1,1,0,0,1,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,459
"462","lcl|c220226_g2_i9|m.6827",1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,984
"463","lcl|c220230_g1_i10|m.6831",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,269
"464","lcl|c220236_g4_i1|m.6833",3,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,350
"465","lcl|c220252_g1_i3|m.6839",2,1,4,0,3,2,2,3,2,0,4,1,3,5,3,4,2,3,1,1,322
"466","lcl|c220263_g1_i4|m.6846",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,285
"467","lcl|c220300_g3_i1|m.6859",26,16,22,17,13,18,25,21,21,12,17,15,16,13,16,15,16,18,6,14,160
"468","lcl|c220306_g1_i5|m.6860",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,212
"469","lcl|c220319_g5_i1|m.6862",1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,361
"470","lcl|c220360_g1_i11|m.6899",0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,1,0,1,1,305
"471","lcl|c220409_g3_i1|m.6925",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,142
"472","lcl|c220432_g5_i2|m.6941",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,227
"473","lcl|c220464_g2_i2|m.6955",1,0,2,2,1,2,1,1,1,2,1,1,1,0,0,1,1,1,0,3,118
"474","lcl|c220475_g1_i1|m.6962",4,2,5,2,2,3,0,5,2,0,3,2,2,2,0,8,2,1,0,3,433
"475","lcl|c220485_g3_i1|m.6974",1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,6,0,4,107
"476","lcl|c220575_g2_i3|m.7010",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,119
"477","lcl|c220622_g1_i1|m.7032",12,17,11,15,15,17,21,9,13,10,15,9,12,32,16,5,7,10,12,10,311
"478","lcl|c220637_g4_i1|m.7052",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,160
"479","lcl|c220638_g5_i1|m.7054",1,2,0,0,2,1,1,1,0,0,2,1,1,3,0,1,0,1,0,3,125
"480","lcl|c220639_g4_i8|m.7062",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350
"481","lcl|c220640_g5_i2|m.7065",16,21,13,13,14,15,21,23,15,22,16,10,12,17,26,20,16,17,13,21,483
"482","lcl|c220657_g1_i4|m.7075",3,0,1,1,1,1,1,1,0,1,2,0,0,0,1,0,0,2,0,2,363
"483","lcl|c220672_g1_i2|m.7082",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,394
"484","lcl|c220695_g1_i1|m.7091",1,1,1,1,1,2,1,0,0,0,0,2,0,1,1,1,1,1,1,0,652
"485","lcl|c220736_g3_i1|m.7111",4,3,5,5,5,4,3,6,6,7,5,4,5,7,3,5,6,4,5,5,208
"486","lcl|c220748_g5_i2|m.7116",14,29,14,15,17,23,22,14,11,22,19,10,9,31,22,20,19,15,10,14,472
"487","lcl|c220806_g2_i3|m.7164",6,13,4,5,6,8,9,8,10,6,8,8,11,7,7,11,12,11,5,6,184
"488","lcl|c220808_g2_i3|m.7169",6,4,2,2,5,2,4,4,3,1,4,1,3,4,6,5,4,3,1,3,496
"489","lcl|c220831_g1_i1|m.7185",2,1,2,0,1,3,1,0,0,0,1,0,1,0,1,0,0,1,0,0,356
"490","lcl|c220834_g8_i2|m.7193",0,0,0,1,0,2,1,1,0,1,0,1,0,1,1,2,0,0,0,1,216
"491","lcl|c220845_g6_i1|m.7197",0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,0,0,209
"492","lcl|c220863_g2_i3|m.7207",0,2,1,0,0,1,2,2,1,0,0,1,2,0,0,1,2,1,1,0,295
"493","lcl|c220897_g5_i4|m.7224",1,2,1,2,1,1,2,2,2,3,1,1,2,2,1,1,3,2,1,2,196
"494","lcl|c220923_g2_i4|m.7240",2,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,887
"495","lcl|c220936_g1_i1|m.7247",2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,0,1,118
"496","lcl|c220937_g5_i7|m.7248",1,1,2,1,1,1,1,1,0,1,0,2,1,0,2,1,1,2,1,0,281
"497","lcl|c220945_g4_i2|m.7256",1,0,3,1,1,0,1,2,1,0,3,1,0,1,0,2,2,0,0,0,501
"498","lcl|c220954_g1_i2|m.7267",3,18,5,29,11,23,11,44,157,58,19,47,107,20,8,6,17,16,16,15,290
"499","lcl|c220963_g1_i1|m.7276",2,2,2,2,2,3,3,1,1,0,4,1,3,1,1,0,1,5,1,3,189
"500","lcl|c220977_g2_i3|m.7288",0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,378
"501","lcl|c221008_g1_i2|m.7320",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,264
"502","lcl|c221031_g2_i1|m.7336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661
"503","lcl|c221037_g1_i2|m.7337",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518
"504","lcl|c221039_g1_i2|m.7339",9,9,4,5,6,7,5,7,5,2,5,4,4,4,6,3,6,8,3,6,216
"505","lcl|c221039_g3_i2|m.7343",3,2,0,0,1,0,0,1,0,1,1,0,0,3,2,1,1,1,0,2,241
"506","lcl|c221061_g4_i1|m.7355",0,0,1,0,3,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,581
"507","lcl|c221077_g1_i1|m.7374",1,4,2,0,4,2,3,1,1,0,2,2,0,1,1,0,0,1,0,1,256
"508","lcl|c221101_g1_i2|m.7397",1,0,0,1,1,0,2,0,2,1,1,0,1,4,1,0,1,0,0,0,354
"509","lcl|c221114_g2_i1|m.7405",3,6,4,0,4,1,4,3,4,0,4,2,1,5,4,2,3,5,4,3,169
"510","lcl|c221130_g3_i2|m.7408",2,3,1,4,4,3,4,4,4,3,3,3,2,5,2,3,5,4,3,4,117
"511","lcl|c221189_g3_i1|m.7459",2,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,154
"512","lcl|c221194_g2_i1|m.7463",0,3,0,1,1,2,0,3,4,3,0,2,3,1,1,1,0,1,1,2,565
"513","lcl|c221198_g6_i3|m.7467",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,335
"514","lcl|c221205_g1_i1|m.7472",4,1,1,0,1,0,2,0,1,0,2,1,1,1,0,2,0,2,0,2,112
"515","lcl|c221225_g1_i1|m.7492",10,8,8,7,11,9,6,7,7,9,7,6,6,5,9,6,5,7,4,11,247
"516","lcl|c221238_g1_i4|m.7502",1,7,5,4,3,4,2,5,3,3,6,6,4,9,3,6,7,3,3,3,121
"517","lcl|c221244_g1_i4|m.7506",0,0,1,0,0,0,2,0,0,0,1,1,0,0,2,0,0,0,0,1,140
"518","lcl|c221246_g1_i2|m.7509",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,268
"519","lcl|c221253_g7_i1|m.7518",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,403
"520","lcl|c221281_g1_i1|m.7530",3,3,3,1,0,1,2,2,3,2,1,0,2,3,1,0,2,0,1,1,260
"521","lcl|c221281_g1_i1|m.7531",3,3,5,2,3,4,5,5,4,5,4,5,2,1,3,6,5,5,1,3,183
"522","lcl|c221296_g1_i3|m.7550",7,18,17,15,11,12,13,11,18,15,10,13,16,10,10,13,16,10,8,12,157
"523","lcl|c221337_g4_i1|m.7577",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,447
"524","lcl|c221340_g4_i1|m.7579",1,1,6,3,3,2,4,2,4,4,2,4,3,2,2,1,1,2,1,3,515
"525","lcl|c221356_g3_i2|m.7588",12,3,9,3,9,3,13,4,7,4,10,3,14,9,7,8,6,13,1,10,707
"526","lcl|c221374_g4_i3|m.7595",0,0,1,2,0,1,2,2,0,1,1,1,0,0,2,1,0,0,0,1,283
"527","lcl|c221427_g1_i4|m.7617",2,0,1,0,0,0,0,0,0,1,2,0,0,1,0,2,0,0,0,0,479
"528","lcl|c221440_g2_i5|m.7632",1,2,2,3,2,2,2,1,2,1,2,1,1,1,3,2,1,2,1,1,362
"529","lcl|c221441_g1_i5|m.7633",4,7,2,4,2,5,6,4,4,7,5,3,2,7,5,6,4,3,3,3,559
"530","lcl|c221444_g1_i1|m.7638",2,1,0,0,0,0,0,0,2,0,0,0,1,1,1,2,1,0,0,0,398
"531","lcl|c221450_g9_i6|m.7639",1,1,1,0,2,1,1,1,1,0,1,1,1,2,1,0,0,1,0,1,488
"532","lcl|c221461_g2_i7|m.7655",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,295
"533","lcl|c221482_g1_i3|m.7664",3,1,1,1,2,1,2,2,2,1,1,2,1,5,2,3,3,3,2,1,468
"534","lcl|c221495_g1_i4|m.7674",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,312
"535","lcl|c221497_g1_i2|m.7677",0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,265
"536","lcl|c221514_g6_i1|m.7698",4,2,0,1,1,1,1,2,1,0,2,0,2,2,1,0,1,1,2,1,249
"537","lcl|c221524_g4_i2|m.7708",0,0,0,0,18,0,0,17,0,0,0,19,0,5,4,0,0,1,0,9,280
"538","lcl|c221524_g4_i5|m.7709",0,0,0,0,8,0,0,10,0,0,0,10,0,3,3,0,0,1,0,7,330
"539","lcl|c221583_g3_i2|m.7741",9,12,13,10,9,7,10,15,12,12,15,11,8,19,15,11,13,15,4,15,426
"540","lcl|c221586_g4_i2|m.7745",4,3,3,4,5,4,5,1,4,2,5,3,4,4,2,1,4,3,1,2,286
"541","lcl|c221593_g3_i1|m.7753",8,9,7,8,9,9,9,8,5,7,9,6,6,11,6,8,6,7,7,5,194
"542","lcl|c221608_g1_i1|m.7755",7,10,8,3,8,8,13,8,8,6,6,2,3,5,12,12,7,3,2,4,596
"543","lcl|c221613_g3_i1|m.7758",0,0,0,3,1,1,1,0,1,3,0,1,0,1,0,1,1,0,0,1,257
"544","lcl|c221619_g2_i1|m.7763",6,4,4,2,5,5,2,2,3,1,2,1,5,6,1,4,4,5,1,2,143
"545","lcl|c221649_g6_i2|m.7773",0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,137
"546","lcl|c221662_g2_i4|m.7775",7,4,3,3,4,4,6,4,6,7,4,5,6,7,3,5,7,4,6,2,226
"547","lcl|c221666_g1_i3|m.7779",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,150
"548","lcl|c221672_g4_i6|m.7784",0,0,2,1,0,0,1,1,3,0,2,0,1,0,2,3,0,2,0,3,412
"549","lcl|c221676_g4_i4|m.7786",5,9,8,9,15,7,9,9,10,7,8,5,6,11,5,6,8,8,8,7,321
"550","lcl|c221694_g2_i1|m.7797",0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,309
"551","lcl|c221736_g1_i11|m.7820",5,10,8,10,3,10,14,4,10,4,9,4,6,6,7,9,10,5,9,14,145
"552","lcl|c221753_g3_i7|m.7844",11,7,7,7,4,8,10,9,9,8,5,7,9,2,7,10,12,10,6,12,359
"553","lcl|c221774_g2_i1|m.7854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,301
"554","lcl|c221802_g2_i1|m.7868",0,0,1,1,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,1,342
"555","lcl|c221840_g3_i2|m.7908",4,4,3,2,2,3,3,5,4,1,3,2,1,0,3,1,2,0,1,0,461
"556","lcl|c221840_g3_i5|m.7911",2,5,3,2,2,4,5,5,5,1,2,1,2,0,3,4,2,0,0,0,286
"557","lcl|c221844_g2_i1|m.7916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
"558","lcl|c221849_g1_i2|m.7917",6,7,0,1,1,1,1,3,2,0,3,2,1,1,1,2,2,1,1,2,214
"559","lcl|c221855_g2_i3|m.7925",5,4,3,5,5,4,4,6,4,1,6,3,3,6,3,3,1,3,1,3,314
"560","lcl|c221860_g1_i4|m.7929",2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,195
"561","lcl|c221883_g2_i12|m.7953",8,21,17,8,13,8,20,10,20,14,24,14,9,5,11,15,14,9,5,12,683
"562","lcl|c221890_g1_i1|m.7971",1,0,1,0,1,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,375
"563","lcl|c221925_g1_i3|m.7988",44,33,41,32,43,46,54,40,42,27,56,40,52,49,43,34,40,51,29,48,563
"564","lcl|c221967_g2_i3|m.8016",4,2,0,0,2,1,1,2,0,1,0,0,1,4,0,1,1,0,0,2,272
"565","lcl|c221968_g1_i1|m.8017",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,625
"566","lcl|c221971_g3_i2|m.8022",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,412
"567","lcl|c221999_g1_i4|m.8036",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,613
"568","lcl|c222028_g1_i5|m.8060",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,658
"569","lcl|c222067_g2_i1|m.8074",1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,416
"570","lcl|c222117_g4_i1|m.8104",0,1,0,0,2,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,330
"571","lcl|c222123_g3_i1|m.8109",0,1,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,442
"572","lcl|c222128_g1_i1|m.8114",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,545
"573","lcl|c222140_g4_i1|m.8123",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085
"574","lcl|c222155_g2_i2|m.8140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,158
"575","lcl|c222186_g2_i2|m.8151",6,5,3,6,4,2,2,3,3,2,2,3,3,3,5,4,1,5,3,7,221
"576","lcl|c222187_g6_i1|m.8152",0,0,1,0,0,0,1,1,2,0,1,0,0,0,1,2,1,0,0,0,419
"577","lcl|c222196_g3_i1|m.8162",1,1,2,1,2,0,0,2,0,1,0,1,1,3,2,2,0,2,0,2,140
"578","lcl|c222197_g1_i5|m.8163",0,1,0,1,1,0,1,2,2,1,2,1,1,1,2,1,2,0,0,0,375
"579","lcl|c222200_g1_i1|m.8165",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,150
"580","lcl|c222208_g5_i7|m.8170",1,2,2,0,2,2,2,7,3,1,2,2,2,0,1,4,5,2,0,1,516
"581","lcl|c222210_g1_i4|m.8175",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,409
"582","lcl|c222225_g1_i1|m.8189",0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,377
"583","lcl|c222259_g2_i10|m.8212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511
"584","lcl|c222286_g2_i1|m.8232",0,0,0,0,0,0,0,1,1,1,0,1,2,0,0,1,0,0,0,0,302
"585","lcl|c222306_g8_i4|m.8236",6,8,7,11,9,8,15,10,9,11,13,9,11,7,6,4,8,13,6,6,192
"586","lcl|c222306_g9_i1|m.8237",11,11,12,4,2,2,10,8,2,3,7,6,1,1,5,8,4,8,5,10,246
"587","lcl|c222319_g4_i3|m.8243",8,6,1,3,2,2,6,7,9,5,1,0,3,4,5,5,7,0,4,2,103
"588","lcl|c222323_g2_i2|m.8244",1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,420
"589","lcl|c222323_g2_i2|m.8245",1,1,2,1,2,0,2,2,1,1,1,1,1,0,0,2,3,1,0,2,289
"590","lcl|c222342_g2_i1|m.8256",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,270
"591","lcl|c222343_g4_i1|m.8262",0,3,3,4,4,7,2,5,0,3,1,2,0,0,4,1,0,5,0,4,324
"592","lcl|c222353_g1_i1|m.8273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474
"593","lcl|c222355_g2_i4|m.8274",1,2,1,0,0,0,1,2,3,4,1,2,2,1,0,2,2,1,2,0,160
"594","lcl|c222377_g6_i1|m.8283",0,0,0,1,1,0,0,0,0,1,1,0,1,3,0,0,0,0,1,0,384
"595","lcl|c222386_g1_i1|m.8298",8,4,0,1,0,1,0,0,0,2,0,0,0,0,3,2,4,3,0,2,326
"596","lcl|c222393_g1_i8|m.8302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
"597","lcl|c222399_g1_i2|m.8304",7,16,12,7,11,11,8,9,13,9,6,5,9,14,8,12,9,6,5,6,195
"598","lcl|c222400_g6_i7|m.8306",0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,530
"599","lcl|c222419_g1_i6|m.8316",6,6,7,5,4,6,7,4,4,5,3,5,5,7,10,5,4,9,5,6,190
"600","lcl|c222433_g3_i2|m.8329",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204
"601","lcl|c222436_g10_i1|m.8337",1,0,1,1,2,0,2,0,0,1,0,0,0,1,2,0,0,1,0,1,119
"602","lcl|c222437_g1_i2|m.8353",60,54,31,31,61,31,63,58,34,23,56,40,19,28,61,39,36,38,16,66,210
"603","lcl|c222451_g1_i1|m.8369",1,4,1,2,3,1,2,2,2,0,2,3,2,5,2,4,2,3,1,2,185
"604","lcl|c222456_g3_i2|m.8372",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,230
"605","lcl|c222459_g5_i1|m.8379",13,14,11,11,5,7,13,13,16,8,8,7,13,10,14,12,17,6,3,8,326
"606","lcl|c222484_g2_i1|m.8393",12,12,8,5,4,6,7,11,9,7,9,5,5,9,5,15,7,7,5,9,262
"607","lcl|c222526_g1_i2|m.8408",1,1,2,2,1,1,1,1,2,2,0,0,2,0,2,1,1,1,2,0,491
"608","lcl|c222542_g3_i2|m.8415",2,0,1,0,0,1,1,2,2,1,1,1,0,0,0,2,2,1,0,0,198
"609","lcl|c222543_g3_i2|m.8418",0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,235
"610","lcl|c222546_g5_i2|m.8425",1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,334
"611","lcl|c222548_g1_i3|m.8426",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,338
"612","lcl|c222555_g2_i4|m.8428",11,18,25,11,9,22,17,24,16,15,17,19,14,15,16,19,20,19,9,12,624
"613","lcl|c222558_g2_i4|m.8433",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,448
"614","lcl|c222581_g2_i12|m.8451",3,0,2,0,0,0,2,5,1,0,0,0,1,2,2,6,2,0,1,0,210
"615","lcl|c222639_g5_i2|m.8480",17,35,47,35,28,35,34,30,31,38,29,35,25,28,32,30,33,29,20,28,210
